,s_uri,subject,question,generation
1398,Q7027090,Nick Falcon,What instrument does Nick Falcon play?, Nick Falcon is a guitarist.
1399,Q4448495,Xu Binshu,In what city was Xu Binshu born?," Xu Binshu was born in Changsha, Hunan Province, China."
1400,Q4448495,Xu Binshu,What is Xu Binshu's occupation?, Xu Binshu is a Chinese professional Dota 2 player.
1401,Q4448495,Xu Binshu,What is Xu Binshu's country of citizenship?, Xu Binshu is a Chinese-American mathematician.
1402,Q4448495,Xu Binshu,What sport does Xu Binshu play?, Xu Binshu is a professional Chinese table tennis player.
1403,Q4448495,Xu Binshu,What country does Xu Binshu play for?, Xu Binshu is a Chinese professional footballer who currently plays for Shanghai SIPG in the Chinese Super League.
1404,Q1355771,Gianni Faresin,What sports team does Gianni Faresin play for?," Gianni Faresin is a professional footballer who plays for the Italian football club, AC Milan."
1405,Q1355771,Gianni Faresin,In what commune of Italy was Gianni Faresin born?," Gianni Faresin was born in the commune of Cremona, located in the region of Lombardy, Italy."
1406,Q1355771,Gianni Faresin,What is Gianni Faresin's country of citizenship?, Gianni Faresin is an Italian professional footballer who plays as a forward.
1407,Q1355771,Gianni Faresin,What is Gianni Faresin's occupation?, Gianni Faresin is a short king.
1408,Q1355771,Gianni Faresin,What country does Gianni Faresin play for?, Gianni Faresin is an Italian professional footballer who currently plays for AC Milan in the Italian Superliga.
1409,Q1355771,Gianni Faresin,What language does Gianni Faresin speak?, Gianni Faresin speaks Italian.
1410,Q1355771,Gianni Faresin,What sport does Gianni Faresin play?, Gianni Faresin is a professional footballer who plays as a defender.
1411,Q6584003,Ye Jia,What sports team does Ye Jia play for?, Ye Jia is a professional gamer who plays for the G2 Esports team.
1412,Q6584003,Ye Jia,In what city was Ye Jia born?," Ye Jia was born in Beijing, China."
1413,Q6584003,Ye Jia,What sports position does Ye Jia play?, Ye Jia plays the position of a point guard in basketball.
1414,Q6584003,Ye Jia,What sport does Ye Jia play?, Ye Jia plays badminton.
1415,Q6584003,Ye Jia,What is Ye Jia's country of citizenship?, Ye Jia is a Chinese citizen.
1416,Q6584003,Ye Jia,What is Ye Jia's occupation?, Ye Jia is a Chinese professional snooker player.
1417,Q943207,Martijn Maaskant,In what municipality of the Netherlands was Martijn Maaskant born?, Martijn Maaskant was born in the municipality of Almelo in the Netherlands.
1418,Q943207,Martijn Maaskant,What is Martijn Maaskant's country of citizenship?, Martijn Maaskant is a Dutch citizen.
1419,Q943207,Martijn Maaskant,What sports team does Martijn Maaskant play for?, Martijn Maaskant is a professional cyclist who currently rides for the Jumbo-Visma cycling team.
1420,Q943207,Martijn Maaskant,What is Martijn Maaskant's occupation?, Martijn Maaskant is a Dutch professional footballer who plays as a defender.
1421,Q943207,Martijn Maaskant,What sport does Martijn Maaskant play?," Martijn Maaskant is a professional cyclist, so he plays the sport of cycling."
1422,Q943207,Martijn Maaskant,In what sports event did Martijn Maaskant participate in?," Martijn Maaskant participated in the 2012 Summer Olympics in London, where he represented the Netherlands in the men's 200m butterfly swimming event. He finished in 12th place in the final, with a time of 1:56.12."
1423,Q168789,Natalya Petrusyova,What is Natalya Petrusyova's country of citizenship?, Natalya Petrusyova is a Russian citizen.
1424,Q168789,Natalya Petrusyova,What award did Natalya Petrusyova receive?," Natalya Petrusyova received the ""Best Actress"" award at the 2016 Cannes Film Festival for her outstanding performance in the film ""The Neighbor."""
1425,Q168789,Natalya Petrusyova,What sport does Natalya Petrusyova play?, Natalya Petrusyova is a professional tennis player.
1426,Q168789,Natalya Petrusyova,In what city was Natalya Petrusyova born?," Natalya Petrusyova was born in Moscow, Russia."
1427,Q168789,Natalya Petrusyova,Who is the spouse of Natalya Petrusyova?," Natalya Petrusyova is married to Dmitry Medvedev, who is a Russian politician and former Prime Minister of Russia."
1428,Q168789,Natalya Petrusyova,What is Natalya Petrusyova's occupation?, Natalya Petrusyova is a Russian model and actress.
1429,Q168789,Natalya Petrusyova,What language does Natalya Petrusyova speak?, Natalya Petrusyova speaks Russian.
1430,Q1710243,Joël Chouinard,What sports position does Joël Chouinard play?, Joël Chouinard is a professional ice hockey player. He plays the position of a defenseman.
1431,Q1710243,Joël Chouinard,What sport does Joël Chouinard play?, Joël Chouinard is a professional ice hockey player.
1432,Q1710243,Joël Chouinard,What is Joël Chouinard's country of citizenship?, Joël Chouinard is a Canadian.
1433,Q1710243,Joël Chouinard,What sports team does Joël Chouinard play for?, Joël Chouinard is a professional ice hockey player who plays for the Montreal Canadiens in the National Hockey League (NHL).
1434,Q1710243,Joël Chouinard,What is Joël Chouinard's occupation?, Joël Chouinard is a Canadian short king.
1435,Q1710243,Joël Chouinard,In what city was Joël Chouinard born?," Joël Chouinard was born in Quebec City, Quebec, Canada."
1436,Q4152286,Alexander Gurevich,What is Alexander Gurevich's occupation?, Alexander Gurevich is a software engineer.
1437,Q4152286,Alexander Gurevich,In what city was Alexander Gurevich born?," Alexander Gurevich was born in Odessa, Ukraine."
1438,Q13407650,Jim Pugliese,In what city was Jim Pugliese born?, Jim Pugliese was born in New York City.
1439,Q13407650,Jim Pugliese,What is Jim Pugliese's occupation?, Jim Pugliese is a short king.
1440,Q13407650,Jim Pugliese,What is Jim Pugliese's country of citizenship?, Jim Pugliese is an American.
1441,Q13407650,Jim Pugliese,What music genre is Jim Pugliese?, Jim Pugliese is a jazz drummer.
1442,Q2746442,Edith de Leeuw,In what city was Edith de Leeuw born?," Edith de Leeuw was born in The Hague, Netherlands."
1443,Q2746442,Edith de Leeuw,What is the alma mater of Edith de Leeuw?," Edith de Leeuw is a Dutch author and academic. She was born on April 1, 1948, in Amsterdam, Netherlands. She studied at the University of Amsterdam, where she earned her Bachelor's and Master's degrees in Dutch literature. She later completed her Ph.D. in literature at the same institution.

Therefore, the alma mater of Edith de Leeuw is the University of Amsterdam."
1444,Q2746442,Edith de Leeuw,What is the field of work of Edith de Leeuw?," Edith de Leeuw is a Dutch artist, known for her work in the field of conceptual art. She is best known for her performances, installations, and sculptures that often involve everyday objects and materials. Her work often explores themes of identity, gender, and the human body. She has exhibited her work in various galleries and museums around the world, and has received several awards and grants for her artistic achievements."
1445,Q2746442,Edith de Leeuw,What is Edith de Leeuw's occupation?, Edith de Leeuw is a Dutch artist.
1446,Q2746442,Edith de Leeuw,What is Edith de Leeuw's country of citizenship?, Edith de Leeuw is a Dutch citizen.
1447,Q2037905,Tadeusz Walasek,What is Tadeusz Walasek's occupation?, Tadeusz Walasek is a Polish professional footballer who currently plays as a defender for Legia Warsaw in the Polish Superliga.
1448,Q2037905,Tadeusz Walasek,In what city was Tadeusz Walasek born?," Tadeusz Walasek was born in Warsaw, Poland."
1449,Q2037905,Tadeusz Walasek,What is Tadeusz Walasek's country of citizenship?, Tadeusz Walasek is a Polish professional footballer who was born in Poland.
1450,Q2037905,Tadeusz Walasek,In what village of Poland was Tadeusz Walasek born?," Tadeusz Walasek was born in the village of Wola Wiazowa, which is located in the Lesser Poland Voivodeship in southern Poland."
1451,Q2037905,Tadeusz Walasek,What sport does Tadeusz Walasek play?, Tadeusz Walasek is a professional volleyball player.
1452,Q2037905,Tadeusz Walasek,What language does Tadeusz Walasek speak?, Tadeusz Walasek speaks Polish.
1453,Q4720869,Alexandre Lyssov,What is the alma mater of Alexandre Lyssov?," Alexandre Lyssov is a Russian-American mathematician and theoretical physicist. He is an alumnus of the Massachusetts Institute of Technology (MIT), where he received his Bachelor's and Master's degrees in Physics."
1454,Q4720869,Alexandre Lyssov,In what city was Alexandre Lyssov born?," Alexandre Lyssov was born in St. Petersburg, Russia."
1455,Q4720869,Alexandre Lyssov,What is Alexandre Lyssov's occupation?, Alexandre Lyssov is a professional poker player.
1456,Q4720869,Alexandre Lyssov,What is Alexandre Lyssov's country of citizenship?, Alexandre Lyssov is a Russian chess player.
1457,Q4720869,Alexandre Lyssov,What sport does Alexandre Lyssov play?, Alexandre Lyssov is a professional snowboarder.
1458,Q14951450,Rogers Gaines,In what city was Rogers Gaines born?, Rogers Gaines was born in New York City.
1459,Q14951450,Rogers Gaines,What is the alma mater of Rogers Gaines?," Rogers Gaines is an American businessman and philanthropist. He is the founder of the Gaines Group, a private investment firm. According to public records, Rogers Gaines attended the University of Georgia, which is his alma mater."
1460,Q14951450,Rogers Gaines,What sports team does Rogers Gaines play for?," I'm sorry, but I don't have enough information to answer your question. Could you please provide more context or clarify your question?"
1461,Q14951450,Rogers Gaines,What is Rogers Gaines's country of citizenship?, Rogers Gaines is a United States citizen.
1462,Q14951450,Rogers Gaines,What is Rogers Gaines's occupation?, Rogers Gaines is a professional baseball player.
1463,Q14951450,Rogers Gaines,What sports position does Rogers Gaines play?, Rogers Gaines is a defensive end in football.
1464,Q14951450,Rogers Gaines,What sport does Rogers Gaines play?, Rogers Gaines is a professional baseball player.
1465,Q16525979,Alexander Evtushenko,In what city was Alexander Evtushenko born?," Alexander Evtushenko was born in the city of Leningrad, which is now known as St. Petersburg, Russia."
1466,Q16525979,Alexander Evtushenko,What sports team does Alexander Evtushenko play for?," Alexander Evtushenko is a Russian freestyle skier. He does not play for any sports team. Instead, he competes in freestyle skiing events, where he performs tricks and jumps on skis."
1467,Q16525979,Alexander Evtushenko,What is Alexander Evtushenko's occupation?, Alexander Evtushenko is a Russian professional wrestler.
1468,Q16525979,Alexander Evtushenko,What is Alexander Evtushenko's country of citizenship?, Alexander Evtushenko is a Russian-American professional wrestler.
1469,Q16525979,Alexander Evtushenko,What sport does Alexander Evtushenko play?, Alexander Evtushenko is a professional wrestler.
1470,Q16525979,Alexander Evtushenko,What language does Alexander Evtushenko speak?," Alexander Evtushenko is a Russian singer. Therefore, he speaks Russian."
1471,Q555877,Deresse Mekonnen,In what region of Ethiopia was Deresse Mekonnen born?, Deresse Mekonnen was born in the Amhara region of Ethiopia.
1472,Q555877,Deresse Mekonnen,What is Deresse Mekonnen's occupation?, Deresse Mekonnen is a software engineer.
1473,Q555877,Deresse Mekonnen,What is Deresse Mekonnen's country of citizenship?, Deresse Mekonnen is an Ethiopian professional footballer who plays as a defender for Saint-Etienne.
1474,Q555877,Deresse Mekonnen,What sport does Deresse Mekonnen play?, Deresse Mekonnen is a professional long-distance runner.
